second, ampere
-96.4000E-03,+12.9046
-96.3000E-03,+13.1277
-96.2000E-03,+13.1551
-96.1000E-03,+13.5152
-96.0000E-03,+13.0416
-95.9000E-03,+13.9027
-95.8000E-03,+13.1903
-95.7000E-03,+13.5720
-95.6000E-03,+13.3273
-95.5000E-03,+13.3430
-95.4000E-03,+13.5720
-95.3000E-03,+13.0631
-95.2000E-03,+13.5720
-95.1000E-03,+13.0260
-95.0000E-03,+12.9046
-94.9000E-03,+12.9046
-94.8000E-03,+12.9046
-94.7000E-03,+13.5583
-94.6000E-03,+13.3919
-94.5000E-03,+13.2784
-94.4000E-03,+13.5720
-94.3000E-03,+12.9985
-94.2000E-03,+13.5720
-94.1000E-03,+13.0906
