second,Ampere
-182.34899E-03,+7.95682E-03
-182.31649E-03,+8.05926E-03
-182.28399E-03,+8.67538E-03
-182.25149E-03,+8.31610E-03
-182.21899E-03,+8.00804E-03
-182.18649E-03,+8.00804E-03
-182.15399E-03,+8.00804E-03
-182.12149E-03,+8.72660E-03
-182.08899E-03,+8.98344E-03
-182.05649E-03,+8.67538E-03
-182.02399E-03,+8.31610E-03
-181.99148E-03,+8.36732E-03
-181.95898E-03,+8.31610E-03
-181.92648E-03,+8.36732E-03
-181.89398E-03,+8.31610E-03
-181.86148E-03,+8.36732E-03
-181.82898E-03,+8.67538E-03
-181.79648E-03,+8.31610E-03
-181.76398E-03,+8.36732E-03
-181.73148E-03,+8.31610E-03
-181.69898E-03,+8.00804E-03
-181.66648E-03,+8.36732E-03
-181.63398E-03,+8.31610E-03
-181.60148E-03,+8.36732E-03
-181.56898E-03,+8.31610E-03
-181.53648E-03,+8.00804E-03
-181.50398E-03,+8.36732E-03
-181.47148E-03,+8.67538E-03
-181.43898E-03,+8.31610E-03
-181.40648E-03,+8.00804E-03
-181.37398E-03,+8.00804E-03
-181.34148E-03,+8.72660E-03
-181.30898E-03,+8.98344E-03
-181.27648E-03,+8.31610E-03
-181.24398E-03,+8.72660E-03
-181.21148E-03,+8.62416E-03
-181.17898E-03,+8.36732E-03
-181.14648E-03,+8.67538E-03
-181.11398E-03,+8.31610E-03
-181.08148E-03,+8.00804E-03
-181.04898E-03,+8.36732E-03
-181.01648E-03,+8.67538E-03
-180.98398E-03,+8.67538E-03
-180.95148E-03,+8.67538E-03
-180.91898E-03,+8.67538E-03
-180.88648E-03,+8.31610E-03
-180.85398E-03,+8.36732E-03
-180.82148E-03,+8.31610E-03
-180.78898E-03,+8.36732E-03
-180.75648E-03,+8.67538E-03
-180.72398E-03,+8.31610E-03
-180.69148E-03,+8.00804E-03
-180.65897E-03,+8.00804E-03
-180.62647E-03,+8.00804E-03
-180.59397E-03,+8.00804E-03
-180.56147E-03,+8.00804E-03
-180.52897E-03,+8.36732E-03
-180.49647E-03,+8.31610E-03
-180.46397E-03,+8.00804E-03
-180.43147E-03,+8.00804E-03
-180.39897E-03,+8.00804E-03
-180.36647E-03,+8.36732E-03
-180.33397E-03,+8.67538E-03
-180.30147E-03,+8.31610E-03
-180.26897E-03,+8.36732E-03
-180.23647E-03,+8.31610E-03
-180.20397E-03,+8.00804E-03
-180.17147E-03,+8.00804E-03
-180.13897E-03,+8.00804E-03
